fecha,ubicacion,temp_min,temp_max,lluvia,evaporacion,horas_sol,dir_rafaga_viento,vel_rafaga_viento,dir_viento_9am,dir_viento_3pm,vel_viento_9am,vel_viento_3pm,humedad_9am,humedad_3pm,presion_9am,presion_3pm,nubes_9am,nubes_3pm,temp_9am,temp_3pm,llovio_hoy
2012-05-11,CoffsHarbour,12.1,25.9,0.0,2.0,10.2,NNE,24.0,NW,NE,11.0,17.0,63.3,61.1,1021.6,1016.9,0.0,1.0,20.7,24.3,No
2012-05-12,CoffsHarbour,11.6,25.2,0.0,2.0,8.9,SSW,53.0,SW,N,5.0,9.0,59.8,65.4,1016.5,1012.6,1.0,5.0,20.6,22.9,No
2012-05-13,CoffsHarbour,8.5,20.9,4.6,2.2,10.1,W,32.0,WSW,E,12.0,14.0,53.7,37.2,1014.8,1011.7,0.0,0.0,15.4,20.3,Yes
2012-05-14,CoffsHarbour,8.0,18.8,0.0,3.2,9.8,SW,37.0,SW,SW,18.0,22.0,43.8,26.9,1020.2,1020.0,1.0,1.0,14.7,18.5,No
2012-05-15,CoffsHarbour,6.9,19.7,0.0,3.2,10.1,S,31.0,WSW,S,20.0,20.0,54.3,35.5,1022.8,1020.4,1.0,1.0,15.8,20.6,No
2012-05-16,CoffsHarbour,7.1,22.1,0.0,2.8,7.2,SW,37.0,SW,SSW,18.0,20.0,59.6,53.6,1023.5,1021.9,1.0,6.0,16.1,19.8,No
2012-05-17,CoffsHarbour,9.0,20.0,2.8,2.2,8.6,SW,27.0,WSW,SE,14.0,13.0,78.0,67.1,1025.1,1022.7,1.0,1.0,16.2,18.9,Yes
2012-05-18,CoffsHarbour,8.1,20.7,0.0,2.0,9.7,SE,20.0,W,E,8.0,11.0,73.2,55.2,1025.1,1022.3,1.0,1.0,17.3,20.5,No
2012-05-19,CoffsHarbour,8.9,21.3,0.0,2.2,9.7,ENE,19.0,SW,ENE,1.0,13.0,72.4,50.7,1023.9,1020.0,5.0,3.0,17.5,21.0,No
2012-05-20,CoffsHarbour,9.4,21.7,0.0,1.6,9.5,S,28.0,SW,S,4.0,16.0,68.4,41.9,1024.3,1021.5,1.0,1.0,17.5,21.0,No
2012-05-21,CoffsHarbour,8.2,20.9,0.0,3.0,8.5,SW,24.0,SW,NE,11.0,14.0,72.2,58.5,1025.4,1022.2,2.0,2.0,16.3,20.3,No
2012-05-22,CoffsHarbour,11.7,23.5,0.0,1.4,8.5,NNW,25.0,NW,SE,8.0,13.0,57.1,49.1,1024.9,1022.3,1.0,2.0,20.5,22.2,No
2012-05-23,CoffsHarbour,7.7,22.4,0.0,2.8,9.8,NE,30.0,W,NNE,5.0,23.0,56.8,47.9,1025.8,1022.4,0.0,,18.6,21.3,No
2012-05-24,CoffsHarbour,13.3,23.9,0.0,2.0,7.4,N,46.0,NNW,N,14.0,23.0,68.8,54.0,1023.7,1020.3,6.0,7.0,19.4,23.7,No
2012-05-25,CoffsHarbour,18.4,18.9,0.2,2.2,0.0,NNW,42.0,N,N,27.0,17.0,78.4,75.0,1017.0,1011.7,8.0,8.0,18.8,18.3,No
2012-05-26,CoffsHarbour,6.2,18.9,1.0,1.2,10.0,SW,31.0,NW,NNE,5.0,20.0,58.8,38.8,1017.1,1013.8,1.0,0.0,14.2,18.1,No
2012-05-27,CoffsHarbour,5.6,18.3,0.0,2.2,9.8,SSW,35.0,SW,S,14.0,19.0,53.6,44.9,1019.5,1017.3,1.0,2.0,15.4,17.8,No
2012-05-28,CoffsHarbour,10.1,19.4,0.0,2.6,7.0,SSW,51.0,SW,SSW,28.0,37.0,61.8,63.7,1023.6,1022.0,1.0,7.0,16.8,18.4,No
2012-05-29,CoffsHarbour,13.1,19.9,1.0,3.4,5.9,SSW,43.0,SW,SSW,28.0,21.0,65.0,79.2,1028.2,1027.6,5.0,7.0,16.2,16.3,No
2012-05-30,CoffsHarbour,14.0,17.4,20.4,2.6,1.0,WSW,39.0,WSW,SW,26.0,20.0,82.1,85.1,1032.1,1029.5,7.0,6.0,14.5,16.6,Yes
2012-05-31,CoffsHarbour,11.8,16.9,12.0,0.8,2.4,,,W,WSW,14.0,23.0,94.0,85.2,1032.0,1029.3,8.0,7.0,12.6,16.0,Yes
2012-06-01,CoffsHarbour,11.1,20.6,1.0,0.4,6.9,SSW,28.0,SW,S,16.0,13.0,80.2,64.1,1028.0,1024.1,5.0,7.0,17.9,19.1,No
2012-06-02,CoffsHarbour,11.9,19.4,0.0,2.2,0.1,WSW,18.0,NW,S,3.0,10.0,86.7,74.3,1021.8,1017.6,7.0,7.0,14.0,18.1,No
2012-06-03,CoffsHarbour,15.5,19.9,1.6,1.0,0.7,WNW,16.0,WNW,NE,7.0,7.0,96.2,87.7,1013.7,1007.6,8.0,6.0,15.9,19.4,Yes
2012-06-04,CoffsHarbour,12.0,21.8,15.0,1.8,8.4,NW,27.0,WNW,NNW,4.0,5.0,79.7,62.8,1004.7,1001.8,1.0,5.0,17.8,22.1,Yes
2012-06-05,CoffsHarbour,6.2,16.7,0.0,2.2,7.8,W,44.0,NW,SW,9.0,9.0,49.7,48.0,1004.1,1001.0,1.0,6.0,13.3,16.0,No
2012-06-06,CoffsHarbour,6.1,17.4,0.0,2.2,7.0,SW,66.0,SW,SSW,40.0,39.0,56.5,65.7,1010.9,1012.6,5.0,6.0,16.3,16.5,No
2012-06-07,CoffsHarbour,13.2,18.7,0.0,3.0,8.5,SW,48.0,SW,S,32.0,28.0,55.8,50.1,1020.0,1019.1,4.0,2.0,15.7,17.8,No
2012-06-08,CoffsHarbour,8.7,17.8,0.0,2.6,9.5,WSW,32.0,SW,S,20.0,19.0,55.9,50.6,1024.5,1022.7,1.0,1.0,15.8,18.3,No
2012-06-09,CoffsHarbour,6.6,18.1,0.0,2.2,9.0,SW,33.0,SW,S,13.0,14.0,66.1,71.6,1025.7,1023.5,1.0,1.0,15.1,18.6,No
2012-06-10,CoffsHarbour,8.9,16.3,0.0,2.2,0.0,S,40.0,SW,S,17.0,22.0,67.7,94.0,1024.4,1020.7,7.0,8.0,12.7,13.8,No
2012-06-11,CoffsHarbour,11.7,15.1,28.0,2.4,0.0,SW,50.0,WSW,WSW,26.0,25.0,93.8,93.9,1017.2,1013.5,8.0,8.0,12.2,13.2,Yes
2012-06-12,CoffsHarbour,12.6,18.0,51.8,1.4,3.0,SSE,56.0,SW,SW,29.0,20.0,92.4,89.3,1014.4,1013.1,7.0,7.0,15.4,16.5,Yes
2012-06-13,CoffsHarbour,14.1,18.0,30.0,2.8,3.6,S,48.0,SW,S,23.0,19.0,87.2,82.9,1017.9,1015.7,7.0,8.0,15.3,16.5,Yes
2012-06-14,CoffsHarbour,12.6,19.8,1.6,0.0,9.1,SW,36.0,SW,S,23.0,20.0,63.5,70.0,1017.8,1016.1,3.0,1.0,17.7,18.7,Yes
2012-06-15,CoffsHarbour,7.5,22.7,0.0,1.6,9.4,NNE,30.0,N,NE,2.0,20.0,83.6,67.1,1019.3,1016.3,1.0,0.0,15.7,21.4,No
2012-06-16,CoffsHarbour,10.1,22.4,0.0,1.6,7.9,NNW,32.0,NNW,SW,2.0,11.0,65.9,61.2,1018.6,1015.7,1.0,,17.3,20.0,No
2012-06-17,CoffsHarbour,8.3,20.6,0.0,1.6,9.5,NNW,39.0,W,SW,11.0,9.0,52.7,43.4,1020.6,1017.9,1.0,0.0,16.8,19.1,No
2012-06-18,CoffsHarbour,5.2,19.1,0.0,2.4,9.5,SW,33.0,NW,SSE,5.0,14.0,61.6,40.1,1022.2,1020.2,1.0,1.0,14.5,17.4,No
2012-06-19,CoffsHarbour,6.9,18.7,0.0,1.6,9.5,NNE,46.0,NNW,SSE,2.0,11.0,60.8,51.9,1020.7,1017.9,0.0,0.0,15.7,17.5,No
2012-06-20,CoffsHarbour,4.7,19.1,0.0,1.4,9.4,NNE,26.0,WSW,NE,7.0,15.0,80.4,53.4,1023.7,1019.5,1.0,1.0,13.1,17.7,No
2012-06-21,CoffsHarbour,3.7,19.9,0.0,2.0,,NW,32.0,SW,E,6.0,9.0,59.6,46.4,1019.3,1014.2,0.0,0.0,13.8,19.8,No
2012-06-22,CoffsHarbour,10.2,21.7,0.0,1.6,,N,51.0,WNW,N,7.0,28.0,57.5,43.1,1014.3,1009.7,2.0,5.0,17.6,22.3,No
2012-06-23,CoffsHarbour,7.1,17.9,0.0,2.0,,W,31.0,WSW,S,16.0,16.0,49.2,36.7,1022.2,1021.9,0.0,0.0,12.8,15.9,No
2012-06-24,CoffsHarbour,3.0,17.6,0.0,2.2,,SE,19.0,W,SE,6.0,9.0,79.7,43.1,1028.9,1028.1,,0.0,11.4,16.8,No
2012-06-25,CoffsHarbour,2.2,19.8,0.0,1.4,9.5,NNW,30.0,SSW,N,6.0,16.0,73.1,36.7,1029.9,1025.2,1.0,1.0,12.0,18.1,No
2012-06-26,CoffsHarbour,5.1,18.7,0.0,1.6,1.5,S,46.0,WSW,S,20.0,20.0,62.4,63.6,1028.2,1025.0,7.0,7.0,14.3,18.6,No
2012-06-27,CoffsHarbour,13.0,17.0,86.4,,0.0,ESE,48.0,ESE,SW,32.0,23.0,72.7,91.1,1028.6,1025.6,8.0,8.0,15.8,13.7,Yes
2012-06-28,CoffsHarbour,12.3,17.5,29.4,1.0,,E,48.0,SW,SE,19.0,19.0,94.7,85.1,1022.9,1019.2,8.0,8.0,12.4,15.7,Yes
2012-06-29,CoffsHarbour,12.5,19.9,27.6,0.8,,WSW,29.0,SW,SSW,20.0,18.0,89.3,75.6,1015.3,1012.2,5.0,2.0,16.9,18.3,Yes
2012-06-30,CoffsHarbour,8.5,20.7,0.0,1.6,,SW,19.0,SW,SE,8.0,13.0,85.7,46.0,1015.2,1013.3,1.0,1.0,15.2,19.7,No
2012-07-01,CoffsHarbour,7.7,22.2,0.0,1.4,,SSW,30.0,NW,S,11.0,19.0,63.3,51.1,1017.2,1013.8,3.0,6.0,16.0,19.4,No
2012-07-02,CoffsHarbour,3.5,18.3,0.0,2.0,9.7,SSW,39.0,NW,WSW,10.0,13.0,56.5,36.9,1018.3,1015.3,0.0,1.0,13.5,18.0,No
2012-07-03,CoffsHarbour,2.7,16.8,0.0,2.0,9.5,SW,33.0,WSW,SSE,18.0,13.0,63.0,41.4,1020.0,1017.3,1.0,0.0,11.1,15.7,No
2012-07-04,CoffsHarbour,3.4,17.5,0.0,1.8,8.4,SW,41.0,W,SW,14.0,20.0,67.2,41.7,1022.9,1022.4,1.0,1.0,12.4,18.2,No
2012-07-05,CoffsHarbour,11.8,17.4,0.0,2.6,,SSW,51.0,SW,SSW,27.0,30.0,48.1,56.7,1026.6,1026.5,1.0,6.0,14.7,16.3,No
2012-07-06,CoffsHarbour,10.8,17.7,1.0,2.7,,SW,54.0,SW,SSW,16.0,21.0,64.7,85.7,1029.7,1028.5,6.0,8.0,13.7,13.7,No
2012-07-07,CoffsHarbour,11.3,18.2,12.2,2.2,,SSW,35.0,SW,SSW,22.0,30.0,63.9,54.8,1030.1,1027.9,5.0,5.0,14.3,17.7,Yes
2012-07-08,CoffsHarbour,7.4,17.5,1.0,1.6,9.2,S,30.0,SW,SSE,14.0,12.0,71.8,60.1,1029.9,1028.6,1.0,1.0,15.3,17.3,No
2012-07-09,CoffsHarbour,8.3,18.7,0.0,2.0,4.9,S,22.0,WSW,SSE,8.0,6.0,92.5,62.4,1030.3,1027.0,6.0,6.0,12.1,18.4,No
2012-07-10,CoffsHarbour,11.8,17.8,8.4,1.8,0.8,N,39.0,NW,N,12.0,18.0,97.7,81.6,1028.0,1023.9,7.0,8.0,14.1,17.1,Yes
2012-07-11,CoffsHarbour,13.7,23.1,0.8,0.2,7.2,N,42.0,N,NNE,21.0,22.0,64.2,57.8,1023.5,1018.7,7.0,7.0,18.9,22.4,No
2012-07-12,CoffsHarbour,16.3,20.1,4.6,2.4,,NNE,29.0,,N,1.0,13.0,98.9,86.8,1020.7,1015.5,8.0,7.0,16.9,19.5,Yes
2012-07-13,CoffsHarbour,16.1,20.6,9.4,0.0,,SW,27.0,WNW,NNW,15.0,6.0,97.1,85.7,1014.9,1011.9,7.0,7.0,18.2,20.0,Yes
2012-07-14,CoffsHarbour,15.2,15.9,2.0,1.0,,NNW,34.0,WSW,NW,10.0,10.0,85.2,86.5,1015.1,1013.0,7.0,8.0,16.3,15.9,Yes
2012-07-15,CoffsHarbour,11.2,18.5,0.5,1.3,,NNE,23.0,,NNE,0.0,16.0,81.8,48.4,1018.9,1017.9,6.0,0.0,12.4,17.6,No
2012-07-16,CoffsHarbour,4.1,16.5,0.0,2.4,9.9,SSW,31.0,WSW,S,10.0,20.0,56.3,47.3,1027.9,1026.9,0.0,1.0,12.8,16.7,No
2012-07-17,CoffsHarbour,6.0,20.1,0.0,2.2,7.0,,,WNW,E,6.0,10.0,73.8,59.4,1028.1,1024.5,2.0,5.0,13.5,18.5,No
2012-07-18,CoffsHarbour,9.7,19.4,1.8,1.4,1.4,NW,20.0,NW,SW,11.0,7.0,83.8,85.6,1021.1,1017.1,7.0,8.0,16.7,16.7,Yes
2012-07-19,CoffsHarbour,10.7,18.2,5.8,1.4,,SSW,43.0,SW,SSW,27.0,26.0,65.1,41.7,1017.4,1015.9,1.0,1.0,15.5,17.4,Yes
2012-07-20,CoffsHarbour,11.1,18.7,0.0,3.6,7.0,SW,59.0,SW,SSW,32.0,41.0,53.3,47.3,1021.1,1019.7,2.0,2.0,15.2,17.1,No
2012-07-21,CoffsHarbour,13.8,20.8,0.0,3.0,,SSW,62.0,SW,SSW,39.0,42.0,62.7,55.7,1023.7,1023.6,7.0,7.0,17.6,18.4,No
2012-07-22,CoffsHarbour,12.6,17.3,0.0,4.8,2.1,SSW,70.0,SSW,SSW,29.0,38.0,73.7,63.6,1024.8,1023.7,7.0,7.0,14.5,15.9,No
2012-07-23,CoffsHarbour,11.9,17.8,1.4,1.2,4.2,SSW,55.0,WSW,SSW,29.0,28.0,79.5,71.8,1025.1,1023.3,7.0,7.0,12.4,15.8,Yes
2012-07-24,CoffsHarbour,11.0,18.3,4.4,2.4,5.3,SW,47.0,SW,SSW,29.0,24.0,74.1,62.2,1025.3,1024.0,2.0,7.0,14.8,16.5,Yes
2012-07-25,CoffsHarbour,10.5,18.3,0.6,2.2,9.5,WSW,26.0,WSW,ESE,13.0,9.0,71.2,49.0,1024.7,1021.7,7.0,1.0,16.5,18.5,No
2012-07-26,CoffsHarbour,9.5,21.6,0.0,2.4,,NNW,33.0,NNW,N,17.0,18.0,68.5,46.6,1018.6,1014.0,3.0,5.0,16.3,20.2,No
2012-07-27,CoffsHarbour,6.9,21.2,0.2,1.8,,SSW,33.0,NW,S,8.0,21.0,69.3,55.6,1013.3,1009.4,3.0,3.0,14.2,19.2,No
2012-07-28,CoffsHarbour,5.9,19.1,0.2,2.2,,WSW,41.0,WSW,SW,24.0,21.0,43.4,31.6,1015.0,1014.3,0.0,1.0,15.4,18.1,No
2012-07-29,CoffsHarbour,5.0,18.4,0.0,3.0,,SSW,30.0,WSW,SSE,13.0,19.0,53.0,43.2,1021.7,1019.3,0.0,1.0,13.6,17.2,No
2012-07-30,CoffsHarbour,5.9,17.5,0.0,2.8,10.1,S,41.0,SSW,S,18.0,20.0,52.7,37.0,1022.6,1017.9,1.0,1.0,13.9,17.7,No
2012-07-31,CoffsHarbour,9.3,18.3,0.0,3.8,9.7,S,43.0,SW,SSW,23.0,21.0,48.3,44.1,1023.2,1020.4,1.0,3.0,14.8,17.2,No
2012-08-01,CoffsHarbour,4.6,17.2,0.0,2.6,10.1,SW,30.0,WSW,SSE,13.0,16.0,46.8,36.8,1021.6,1018.2,1.0,1.0,12.3,17.2,No
2012-08-02,CoffsHarbour,2.9,19.3,0.0,2.6,,SSW,40.0,WSW,S,21.0,17.0,37.7,23.3,1020.5,1017.9,1.0,1.0,14.1,18.0,No
2012-08-03,CoffsHarbour,3.8,18.6,0.0,2.4,,SSE,18.0,NNW,ESE,4.0,8.0,57.6,32.1,1019.5,1015.3,6.0,1.0,13.9,18.0,No
2012-08-04,CoffsHarbour,4.6,19.6,0.0,2.0,,SSW,26.0,WSW,NE,16.0,20.0,46.8,30.0,1020.1,1016.5,0.0,0.0,14.6,18.7,No
2012-08-05,CoffsHarbour,3.9,21.1,0.0,2.4,10.4,NE,30.0,NW,NE,7.0,20.0,52.2,26.7,1019.9,1014.6,0.0,1.0,15.1,19.5,No
2012-08-06,CoffsHarbour,4.1,23.8,0.0,3.0,10.1,W,32.0,NNW,ESE,13.0,12.0,36.2,29.4,1016.3,1014.9,1.0,0.0,18.5,22.0,No
2012-08-07,CoffsHarbour,2.4,16.3,0.0,2.8,10.0,S,25.0,SSW,E,6.0,11.0,42.3,36.6,1024.1,1022.3,0.0,0.0,13.7,16.2,No
2012-08-08,CoffsHarbour,3.1,20.7,0.0,2.4,10.2,NNE,27.0,NNW,NE,7.0,15.0,53.3,41.2,1023.7,1018.7,0.0,0.0,12.8,19.9,No
2012-08-09,CoffsHarbour,6.0,21.0,0.0,2.4,,WSW,45.0,NW,NE,17.0,10.0,57.6,47.0,1015.9,1011.6,7.0,7.0,13.6,19.2,No
2012-08-10,CoffsHarbour,8.3,18.5,0.0,2.2,,SSW,77.0,WSW,SW,29.0,29.0,36.9,30.9,1014.5,1012.0,1.0,3.0,11.9,17.0,No
2012-08-11,CoffsHarbour,8.4,18.1,11.6,6.3,,SW,66.0,SW,SW,34.0,34.0,53.4,53.3,1016.9,1015.7,1.0,7.0,14.6,15.2,Yes
2012-08-12,CoffsHarbour,12.4,19.1,0.2,3.2,,SSW,65.0,SW,SSW,40.0,33.0,61.8,55.1,1020.7,1020.2,4.0,7.0,14.5,16.0,No
2012-08-13,CoffsHarbour,11.2,18.7,0.0,4.4,5.5,SW,44.0,SW,S,19.0,20.0,64.4,62.2,1025.7,1023.3,7.0,7.0,13.6,16.8,No
2012-08-14,CoffsHarbour,5.1,18.6,0.0,2.2,8.7,ENE,23.0,NNW,E,7.0,14.0,54.7,41.6,1022.3,1019.6,1.0,5.0,15.8,18.2,No
2012-08-15,CoffsHarbour,3.9,22.4,0.0,2.2,10.4,NNE,33.0,NW,NNE,9.0,24.0,44.5,32.3,1020.2,1016.4,1.0,1.0,16.5,20.3,No
2012-08-16,CoffsHarbour,7.5,25.4,0.0,3.0,,,,NNE,ESE,18.0,18.0,42.0,45.4,1015.4,1009.4,3.0,1.0,17.2,22.2,No
2012-08-17,CoffsHarbour,5.4,24.2,0.0,2.6,,NW,54.0,NW,NNE,10.0,18.0,46.6,44.7,1013.2,1006.2,0.0,1.0,18.6,22.5,No
2012-08-18,CoffsHarbour,5.9,19.9,0.0,3.4,,E,38.0,NW,E,12.0,15.0,27.5,29.4,1012.8,1010.6,0.0,0.0,15.8,19.5,No
2012-08-19,CoffsHarbour,4.7,19.0,0.0,4.0,10.5,SSE,27.0,N,ESE,8.0,17.0,42.7,42.8,1020.6,1019.2,0.0,1.0,15.3,18.0,No
2012-08-20,CoffsHarbour,8.3,19.2,0.0,2.8,,NE,38.0,ENE,NE,7.0,22.0,73.3,55.9,1023.6,1019.2,7.0,5.0,15.1,18.2,No
2012-08-21,CoffsHarbour,10.5,22.7,0.0,1.4,,NNE,42.0,NNW,NNE,21.0,29.0,60.1,63.9,1022.9,1018.5,6.0,8.0,17.4,18.7,No
2012-08-22,CoffsHarbour,14.9,23.5,0.0,2.6,,NNE,51.0,N,NE,11.0,30.0,62.4,61.1,1019.2,1014.5,7.0,1.0,17.3,20.8,No
2012-08-23,CoffsHarbour,14.5,28.3,0.0,3.2,,NNW,47.0,NE,ENE,30.0,30.0,64.7,67.2,1015.2,1011.6,1.0,1.0,19.8,22.9,No
2012-08-24,CoffsHarbour,17.4,28.8,0.0,4.4,,S,40.0,N,S,8.0,28.0,53.0,73.0,1015.5,1014.1,1.0,2.0,22.4,20.8,No
2012-08-25,CoffsHarbour,6.1,20.8,0.0,3.8,,SE,21.0,WNW,ESE,7.0,13.0,42.5,36.4,1019.7,1016.9,0.0,3.0,17.8,19.2,No
2012-08-26,CoffsHarbour,7.7,19.6,0.0,3.8,,ENE,25.0,NNW,SE,5.0,17.0,42.1,41.7,1019.3,1016.8,4.0,1.0,17.5,18.5,No
2012-08-27,CoffsHarbour,7.0,18.5,0.0,3.8,10.6,SSE,37.0,SW,SE,19.0,14.0,58.0,48.8,1024.2,1021.8,2.0,1.0,16.9,18.1,No
2012-08-28,CoffsHarbour,8.0,20.0,0.2,4.0,10.1,E,28.0,NNW,E,6.0,17.0,54.6,53.5,1025.8,1021.5,1.0,3.0,17.8,18.7,No
2012-08-29,CoffsHarbour,8.7,22.5,0.0,2.6,10.6,NE,54.0,NNW,NNE,22.0,35.0,55.9,59.3,1021.7,1015.0,1.0,1.0,18.7,20.1,No
2012-08-30,CoffsHarbour,15.1,26.9,0.0,3.6,,N,45.0,NE,NE,28.0,29.0,67.0,57.0,1013.6,1008.4,7.0,7.0,16.5,23.3,No
2012-08-31,CoffsHarbour,10.4,16.8,0.0,2.5,,S,39.0,SW,SE,21.0,12.0,48.4,42.4,1018.6,1014.8,6.0,1.0,15.6,17.9,No
2012-09-01,CoffsHarbour,5.9,17.3,0.0,4.0,,S,55.0,SW,SSE,29.0,28.0,34.0,35.2,1020.6,1018.5,1.0,,12.8,16.2,No
2012-09-02,CoffsHarbour,4.8,19.0,0.0,6.2,10.5,WSW,37.0,SW,SE,26.0,13.0,44.5,42.0,1024.2,1020.9,1.0,1.0,15.2,18.2,No
2012-09-03,CoffsHarbour,7.7,19.0,0.0,3.8,10.9,E,23.0,SW,ESE,7.0,15.0,49.8,42.3,1022.5,1020.0,0.0,0.0,17.1,18.5,No
2012-09-04,CoffsHarbour,5.8,23.1,0.0,3.0,10.7,NNE,39.0,NNE,NE,12.0,28.0,47.5,65.8,1024.1,1020.8,0.0,1.0,16.9,20.4,No
2012-09-05,CoffsHarbour,10.0,25.1,0.0,3.2,10.7,NE,53.0,N,NNE,11.0,39.0,43.6,58.9,1021.3,1014.8,0.0,0.0,21.3,21.3,No
2012-09-06,CoffsHarbour,14.6,30.2,0.0,4.6,,NE,63.0,ENE,N,26.0,24.0,46.9,27.5,1014.2,1007.9,0.0,1.0,20.6,30.2,No
2012-09-07,CoffsHarbour,12.9,30.9,0.0,3.4,,WNW,60.0,N,WNW,23.0,29.0,46.4,16.7,1009.4,1004.9,0.0,1.0,22.7,29.4,No
2012-09-08,CoffsHarbour,5.3,21.1,0.0,8.0,,NE,37.0,N,NE,6.0,26.0,21.4,38.9,1016.8,1012.3,0.0,0.0,18.8,19.3,No
2012-09-09,CoffsHarbour,6.4,20.2,0.0,4.8,,SE,28.0,WSW,SE,14.0,16.0,37.9,43.7,1021.1,1021.4,0.0,0.0,17.9,19.2,No
2012-09-10,CoffsHarbour,9.2,21.1,0.0,4.2,10.3,NE,39.0,N,ENE,11.0,23.0,53.1,63.3,1027.1,1022.8,3.0,7.0,19.9,18.9,No
2012-09-11,CoffsHarbour,9.8,24.7,0.0,2.8,10.5,SE,30.0,N,NE,9.0,15.0,45.5,44.7,1024.2,1021.4,1.0,1.0,20.9,21.9,No
2012-09-12,CoffsHarbour,10.2,23.8,0.0,3.0,10.4,NNE,47.0,ESE,NE,13.0,30.0,70.5,72.0,1024.4,1018.8,3.0,1.0,19.3,19.8,No
2012-09-13,CoffsHarbour,15.0,27.5,0.0,4.0,,NNW,58.0,N,NNE,22.0,38.0,40.9,64.9,1013.8,1005.8,2.0,1.0,23.3,22.3,No
2012-09-14,CoffsHarbour,10.4,19.8,0.0,6.0,,SW,47.0,SW,SSE,30.0,22.0,40.6,41.0,1018.8,1017.2,2.0,1.0,16.0,19.1,No
2012-09-15,CoffsHarbour,5.2,19.7,0.0,,,SSW,25.0,WSW,ESE,17.0,16.0,48.7,41.6,1024.9,1022.2,,0.0,16.9,17.8,No
2012-09-16,CoffsHarbour,7.5,21.9,0.0,8.8,10.4,NE,32.0,SSE,NE,13.0,24.0,59.8,58.1,1023.7,1018.8,1.0,3.0,17.3,18.1,No
2012-09-17,CoffsHarbour,11.5,24.0,0.0,3.4,7.6,NNE,48.0,NNW,NE,17.0,29.0,52.5,71.1,1020.2,1016.2,1.0,5.0,20.9,19.3,No
2012-09-18,CoffsHarbour,13.3,22.5,8.4,4.4,5.7,NNE,44.0,NE,NNE,17.0,30.0,62.4,59.7,1020.0,1015.8,7.0,6.0,18.6,20.5,Yes
2012-09-19,CoffsHarbour,11.5,25.9,21.2,3.6,10.7,NNW,32.0,SE,SE,9.0,14.0,67.0,74.0,1015.6,1013.2,1.0,1.0,20.1,19.8,Yes
2012-09-20,CoffsHarbour,9.7,21.3,0.0,3.6,,E,25.0,ESE,E,8.0,15.0,51.8,71.0,1019.3,1015.8,2.0,1.0,20.4,20.8,No
2012-09-21,CoffsHarbour,13.8,24.0,0.0,2.2,,NNW,37.0,NNW,NNE,4.0,16.0,73.9,71.0,1016.2,1009.9,7.0,7.0,19.1,21.8,No
2012-09-22,CoffsHarbour,11.6,22.6,0.0,1.2,,SSE,27.0,SSE,SE,14.0,14.0,50.7,72.4,1016.7,1013.0,2.0,2.0,20.4,20.1,No
2012-09-23,CoffsHarbour,11.4,25.0,0.0,3.4,,NE,36.0,NW,NE,16.0,26.0,51.7,69.1,1013.4,1009.1,0.0,0.0,22.2,21.0,No
2012-09-24,CoffsHarbour,13.4,20.7,0.0,5.0,,SSW,51.0,SSW,SW,29.0,10.0,64.2,84.3,1012.1,1010.9,1.0,7.0,20.2,16.4,No
2012-09-25,CoffsHarbour,13.1,21.0,3.4,3.0,9.6,SW,32.0,SSW,SE,18.0,17.0,54.1,50.0,1021.4,1019.9,1.0,1.0,19.4,20.0,Yes
2012-09-26,CoffsHarbour,15.4,23.0,0.2,4.6,6.2,E,31.0,WSW,ENE,9.0,16.0,65.7,63.8,1023.1,1019.2,5.0,1.0,20.0,20.0,No
2012-09-27,CoffsHarbour,12.4,22.9,0.0,4.0,,NE,44.0,N,NE,16.0,30.0,51.0,60.3,1021.3,1017.4,1.0,1.0,21.4,22.3,No
2012-09-28,CoffsHarbour,15.6,26.6,0.0,3.8,,NNE,58.0,N,NNE,31.0,39.0,56.3,66.4,1015.8,1010.4,0.0,0.0,21.0,24.0,No
2012-09-29,CoffsHarbour,18.4,30.4,0.0,5.2,,NNW,51.0,NNW,NW,21.0,16.0,46.4,40.4,1010.9,1007.6,4.0,7.0,23.8,25.5,No
2012-09-30,CoffsHarbour,14.9,19.2,0.0,5.0,9.9,S,33.0,S,ESE,23.0,16.0,45.8,43.3,1020.2,1018.6,3.0,1.0,18.2,18.3,No
2012-10-01,CoffsHarbour,10.9,20.5,0.2,5.0,5.0,SSW,29.0,S,SE,18.0,14.0,51.6,48.2,1026.8,1025.5,5.0,7.0,17.5,19.2,No
2012-10-02,CoffsHarbour,12.0,21.7,0.0,4.0,10.9,SSE,46.0,SSW,SSE,33.0,32.0,41.3,50.0,1032.2,1028.4,1.0,1.0,19.9,19.6,No
2012-10-03,CoffsHarbour,8.3,21.2,0.0,6.2,11.4,ENE,36.0,ESE,NE,13.0,26.0,45.7,54.0,1028.6,1022.7,1.0,0.0,20.0,21.6,No
2012-10-04,CoffsHarbour,9.8,26.5,0.0,5.0,,NNE,37.0,SSE,NNE,10.0,26.0,56.7,55.6,1021.6,1017.1,0.0,0.0,21.2,23.0,No
2012-10-05,CoffsHarbour,10.9,32.1,0.0,4.4,,SSW,41.0,ESE,NNE,7.0,27.0,42.7,26.3,1019.2,1014.5,0.0,1.0,27.0,28.7,No
2012-10-06,CoffsHarbour,13.7,24.8,0.0,7.0,,SSW,42.0,SSW,S,27.0,17.0,68.7,74.6,1018.7,1015.0,3.0,8.0,21.2,20.7,No
